step,datetime,action,watts_on,current_temp_c,ambient_temp_c,current_spot_price_eur_kwh,heating_rate_k_per_step,cooling_coefficient,predicted_next_temp_c,predicted_cost_eur,fcr_revenue_eur,fcr_d_down_price_eur,fcr_d_up_price_eur
42,2025-10-16T23:08:33.404446,OFF,0.0,21.125,0,0.09267,0,0,-273.15,0.0,0,0,0
43,2025-10-16T23:23:35.571477,ON,279.7,20.937000000000012,0,0.09267,0,0,-273.15,0.00647994975,0,0,0
44,2025-10-16T23:38:36.687306,OFF,0.0,21.0,0,0.09267,0,0,-273.15,0.0,0,0,0
45,2025-10-16T23:53:38.858351,ON,130.9,20.875,0,0.09267,0,0,-273.15,0.00303262575,0,0,0
46,2025-10-17T00:08:41.020032,ON,439.2,20.875,0,0.08759,0,0,-273.15,0.009617382,0,0,0
47,2025-10-17T00:23:41.997966,OFF,0.0,21.187000000000012,0,0.08759,0,0,-273.15,0.0,0,0,0
48,2025-10-17T00:38:44.289592,ON,135.5,20.937000000000012,0,0.08759,0,0,-273.15,0.0029671112500000004,0,0,0
49,2025-10-17T00:53:46.446291,ON,439.1,20.937000000000012,0,0.08759,0,0,-273.15,0.009615192250000001,0,0,0
50,2025-10-17T01:08:47.561047,OFF,0.0,21.187000000000012,0,0.0856,0,0,-273.15,0.0,0,0,0
51,2025-10-17T01:23:49.766888,ON,66.3,20.937000000000012,0,0.0856,0,0,-273.15,0.0014188199999999999,0,0,0
52,2025-10-17T01:38:52.110847,ON,439.5,20.937000000000012,0,0.0856,0,0,-273.15,0.0094053,0,0,0
53,2025-10-17T01:53:53.200929,OFF,0.0,21.187000000000012,0,0.0856,0,0,-273.15,0.0,0,0,0
54,2025-10-17T02:08:55.393887,ON,0.0,20.875,0,0.08705,0,0,-273.15,0.0,0,0,0
55,2025-10-17T02:23:57.545592,ON,441.3,20.875,0,0.08705,0,0,-273.15,0.00960379125,0,0,0
56,2025-10-17T02:38:58.848375,OFF,0.0,21.125,0,0.08705,0,0,-273.15,0.0,0,0,0
57,2025-10-17T02:54:02.665176,ON,41.7,20.875,0,0.08705,0,0,-273.15,0.0009074962500000001,0,0,0
58,2025-10-17T03:09:04.846452,ON,439.5,20.875,0,0.08685,0,0,-273.15,0.00954264375,0,0,0
59,2025-10-17T03:24:06.135486,OFF,0.0,21.062000000000012,0,0.08685,0,0,-273.15,0.0,0,0,0
60,2025-10-17T03:39:08.298037,ON,227.2,20.75,0,0.08685,0,0,-273.15,0.004933079999999999,0,0,0
61,2025-10-17T03:54:10.454363,ON,441.6,20.75,0,0.08685,0,0,-273.15,0.00958824,0,0,0
62,2025-10-17T04:09:14.467666,ON,438.0,20.937000000000012,0,0.08767,0,0,-273.15,0.009599864999999999,0,0,0
63,2025-10-17T04:24:15.572143,OFF,0.0,21.062000000000012,0,0.08767,0,0,-273.15,0.0,0,0,0
64,2025-10-17T04:39:17.741972,ON,0.0,20.75,0,0.08767,0,0,-273.15,0.0,0,0,0
65,2025-10-17T04:54:19.889274,ON,442.6,20.75,0,0.08767,0,0,-273.15,0.0097006855,0,0,0
66,2025-10-17T05:09:22.045897,ON,455.6,20.937000000000012,0,0.09171,0,0,-273.15,0.010445769,0,0,0
67,2025-10-17T05:24:25.409145,OFF,0.0,21.0,0,0.09171,0,0,-273.15,0.0,0,0,0
68,2025-10-17T05:39:27.576778,ON,0.0,20.687000000000012,0,0.09171,0,0,-273.15,0.0,0,0,0
69,2025-10-17T05:54:29.735652,ON,445.7,20.687000000000012,0,0.09171,0,0,-273.15,0.01021878675,0,0,0
70,2025-10-17T06:09:31.887734,ON,448.0,20.875,0,0.10652,0,0,-273.15,0.01193024,0,0,0
71,2025-10-17T06:24:32.998686,OFF,0.0,21.0,0,0.10652,0,0,-273.15,0.0,0,0,0
72,2025-10-17T06:39:37.316112,ON,456.2,20.625,0,0.10652,0,0,-273.15,0.012148606,0,0,0
73,2025-10-17T06:54:39.592056,ON,459.0,20.625,0,0.10652,0,0,-273.15,0.01222317,0,0,0
74,2025-10-17T07:09:41.833754,ON,440.0,20.812000000000012,0,0.12956,0,0,-273.15,0.0142516,0,0,0
75,2025-10-17T07:24:44.093483,ON,438.6,20.937000000000012,0,0.12956,0,0,-273.15,0.014206254000000001,0,0,0
76,2025-10-17T07:39:45.203801,OFF,0.0,21.062000000000012,0,0.12956,0,0,-273.15,0.0,0,0,0
77,2025-10-17T07:54:49.395104,ON,449.9,20.687000000000012,0,0.12956,0,0,-273.15,0.014572261,0,0,0
78,2025-10-17T08:09:51.593357,ON,435.5,20.625,0,0.14491,0,0,-273.15,0.01577707625,0,0,0
79,2025-10-17T08:24:53.720053,ON,439.8,20.875,0,0.14491,0,0,-273.15,0.015932854500000003,0,0,0
80,2025-10-17T08:39:54.840698,OFF,0.0,21.0,0,0.14491,0,0,-273.15,0.0,0,0,0
81,2025-10-17T08:54:57.040893,ON,0.0,20.625,0,0.14491,0,0,-273.15,0.0,0,0,0
82,2025-10-17T09:10:01.601143,ON,455.0,20.687000000000012,0,0.12907,0,0,-273.15,0.014681712499999998,0,0,0
83,2025-10-17T09:25:03.800393,ON,444.9,20.875,0,0.12907,0,0,-273.15,0.014355810749999998,0,0,0
84,2025-10-17T09:40:04.895824,OFF,0.0,21.062000000000012,0,0.12907,0,0,-273.15,0.0,0,0,0
85,2025-10-17T09:55:07.059184,ON,0.0,20.687000000000012,0,0.12907,0,0,-273.15,0.0,0,0,0
86,2025-10-17T10:10:09.212659,ON,458.7,20.75,0,0.11718,0,0,-273.15,0.013437616500000001,0,0,0
87,2025-10-17T10:25:10.326120,OFF,0.0,21.0,0,0.11718,0,0,-273.15,0.0,0,0,0
88,2025-10-17T10:40:12.486256,ON,0.0,20.75,0,0.11718,0,0,-273.15,0.0,0,0,0
89,2025-10-17T10:55:14.645651,ON,453.2,20.812000000000012,0,0.11718,0,0,-273.15,0.013276494000000002,0,0,0
90,2025-10-17T11:10:15.761747,OFF,0.0,21.0,0,0.09905,0,0,-273.15,0.0,0,0,0
